NUMBER,ID MENTEE,ID MENTOR,RATING,,RATING HELPER
11888,B93232,A33488,5,,3
11889,B68869,A54578,5,,4
11890,B30079,A59067,3,,5
11891,B24783,A37426,3,,5
11892,B55984,A25824,3,,3
11893,B55984,A71360,5,,4
11894,B61061,A35008,4,,4
11895,B96421,A33488,5,,5
11896,B81458,A13980,3,,3
11897,B17349,A11389,3,,3
11898,B97022,A68932,3,,4
11899,B57577,A93598,3,,3
11900,B69670,A50982,4,,3
11901,B93271,A65402,5,,5
11902,B37924,A71360,5,,3
11903,B98863,A65402,3,,4
11904,B60608,A82761,4,,5
11905,B15612,A74451,5,,5
11906,B17349,A80564,3,,3
11907,B93232,A28116,5,,5
11908,B98863,A93598,3,,5
11909,B88621,A75116,4,,4
11910,B41863,A42954,3,,4
11911,B65997,A71360,3,,4
11912,B55754,A72534,4,,4
11913,B96421,A65402,3,,3
11914,B24783,A36368,5,,5
11915,B68927,A87952,4,,5
11916,B42105,A74451,3,,5
11917,B69253,A36368,3,,3
11918,B59051,A67506,3,,5
11919,B28365,A71593,3,,3
11920,B15612,A71360,4,,3
11921,B54251,A65402,3,,5
11922,B97022,A25824,5,,4
11923,B97893,A68932,3,,3
11924,B76138,A95449,3,,4
11925,B33704,A75116,4,,4
11926,B67294,A82761,3,,4
11927,B59871,A70287,3,,3
11928,B44638,A72534,3,,4
11929,B69253,A69067,4,,4
11930,B48375,A42954,5,,5
11931,B64628,A12919,3,,4
11932,B96421,A25824,5,,3
11933,B62044,A98965,5,,4
11934,B27363,A32426,4,,3
11935,B35867,A80564,2,,5
11936,B48375,A25824,4,,5
11937,B68401,A54578,5,,5
11938,B18010,A33195,3,,5
11939,B21630,A84755,5,,4
11940,B75658,A13980,3,,3
11941,B67294,A80564,4,,4
11942,B24677,A56081,5,,4
11943,B23734,A87952,3,,4
11944,B31225,A74516,4,,4
11945,B51434,A95449,4,,5
11946,B15612,A56054,5,,4
11947,B97321,A37426,5,,4
11948,B37924,A33195,5,,3
11949,B60608,A93598,4,,3
11950,B35867,A65363,3,,3
11951,B21929,A33195,4,,3
11952,B55984,A68932,3,,3
11953,B84530,A74516,4,,3
11954,B22451,A73541,3,,5
11955,B40549,A50982,5,,4
11956,B93351,A65363,5,,3
11957,B56652,A85099,4,,4
11958,B29822,A56081,4,,5
11959,B76590,A22460,3,,3
11960,B72733,A32426,5,,4
11961,B91843,A65402,3,,5
11962,B70293,A57208,3,,5
11963,B35867,A12919,3,,3
11964,B28365,A35008,4,,3
11965,B53279,A70345,3,,5
11966,B97022,A72534,5,,4
11967,B59051,A82761,5,,5
11968,B64628,A13980,3,,5
11969,B81633,A32426,3,,5
11970,B13541,A84755,5,,4
11971,B74899,A65363,4,,5
11972,B33704,A11389,4,,5
11973,B94298,A57208,4,,3
11974,B77738,A70287,3,,3
11975,B18208,A28116,5,,4
11976,B44638,A56081,5,,5
11977,B30079,A65402,4,,5
11978,B51434,A65363,4,,4
11979,B21929,A59067,5,,5
11980,B61061,A25824,4,,3
11981,B33505,A69067,4,,3
11982,B64546,A25824,3,,4
11983,B80183,A56054,5,,4
11984,B69253,A93598,5,,4
11985,B53566,A32426,3,,4
11986,B95060,A98965,3,,3
11987,B96421,A36368,3,,4
11988,B42105,A68735,3,,4
11989,B28530,A74451,4,,5
11990,B67994,A98965,3,,3
11991,B29822,A73541,3,,4
11992,B11181,A73541,4,,3
11993,B28188,A68291,5,,5
11994,B42105,A98965,3,,3
11995,B98863,A22460,4,,4
11996,B72733,A68291,3,,3
11997,B75609,A82761,4,,3
11998,B37924,A70287,5,,5
11999,B55984,A68735,3,,5
12000,B97242,A98965,5,,3
12001,B39705,A75116,3,,5
12002,B23734,A36952,3,,4
12003,B33877,A59067,5,,3
12004,B68869,A33488,5,,5
12005,B24835,A50982,5,,5
12006,B15100,A56054,3,,4
12007,B15612,A73541,3,,5
12008,B75609,A36368,3,,3
12009,B39705,A42954,4,,3
12010,B83693,A68291,3,,5
12011,B44638,A42954,4,,5
12012,B29822,A80564,4,,4
12013,B96421,A74516,4,,5
12014,B75853,A22460,4,,5
12015,B73389,A75116,3,,5
12016,B95060,A71593,3,,5
12017,B28365,A12919,3,,5
12018,B23734,A93598,4,,5
12019,B93271,A36952,5,,4
12020,B42105,A56054,4,,4
12021,B63615,A56054,4,,4
12022,B24677,A65402,4,,3
12023,B30079,A71360,3,,5
12024,B59871,A25824,3,,5
12025,B34924,A25824,5,,3
12026,B24835,A68735,3,,3
12027,B26229,A72534,5,,3
12028,B18010,A71593,4,,3
12029,B26499,A13980,5,,5
12030,B48375,A93598,3,,4
12031,B95935,A37426,4,,3
12032,B28597,A74516,5,,3
12033,B39705,A35008,4,,4
12034,B18803,A82761,5,,4
12035,B97242,A93598,3,,4
12036,B61061,A59067,5,,3
12037,B60608,A41663,3,,4
12038,B30020,A54578,4,,4
12039,B93351,A84755,5,,5
12040,B34924,A57208,4,,5
12041,B69670,A25824,4,,5
12042,B56121,A35008,3,,5
12043,B57152,A28116,3,,5
12044,B51049,A28116,4,,4
12045,B83693,A25824,5,,3
12046,B85582,A71360,5,,4
12047,B73389,A65363,5,,3
12048,B95935,A80564,4,,3
12049,B64546,A36368,4,,5
12050,B96421,A74451,3,,4
12051,B93271,A12919,4,,5
12052,B40549,A65402,3,,5
12053,B44311,A59067,5,,3
12054,B68871,A12919,4,,5
12055,B77738,A68932,3,,3
12056,B54251,A65363,5,,4
12057,B60608,A42954,4,,3
12058,B76136,A28116,3,,5
12059,B81458,A68981,5,,4
12060,B97242,A28116,3,,5
12061,B26499,A17248,3,,5
12062,B84530,A11389,3,,5
12063,B60608,A74516,5,,4
12064,B11181,A70345,5,,3
12065,B85582,A73541,3,,5
12066,B67994,A80564,4,,3
12067,B82005,A36952,4,,3
12068,B28530,A82761,3,,3
12069,B26229,A32426,5,,3
12070,B14065,A74451,5,,3
12071,B25365,A22460,4,,5
12072,B68871,A33488,5,,4
12073,B57577,A12919,5,,3
12074,B95550,A71360,5,,3
12075,B60608,A11389,3,,5
12076,B69670,A12919,4,,4
12077,B24835,A70287,4,,5
12078,B98863,A13980,3,,5
12079,B81458,A80564,3,,4
12080,B21630,A74516,3,,3
12081,B53566,A50982,2,,4
12082,B88209,A25824,4,,4
12083,B56652,A25824,4,,5
12084,B80183,A71360,5,,3
12085,B30660,A11389,4,,3
12086,B67994,A72534,3,,5
12087,B33704,A70287,4,,3
12088,B48375,A12919,3,,5
12089,B86939,A71593,4,,5
12090,B53279,A32426,3,,3
12091,B14065,A33195,3,,4
12092,B64162,A84755,4,,5
12093,B80183,A36952,4,,4
12094,B55984,A93598,5,,4
12095,B59051,A17248,3,,5
12096,B93158,A69067,4,,4
12097,B44311,A54578,5,,3
12098,B81633,A28116,5,,4
12099,B64162,A71593,5,,4
12100,B21630,A33195,5,,3
12101,B42259,A75116,4,,4
12102,B14693,A25824,3,,5
12103,B53279,A68735,3,,5
12104,B24677,A70345,4,,5
12105,B67994,A42954,4,,5
12106,B44311,A84755,3,,5
12107,B65653,A35008,3,,4
12108,B17349,A74451,3,,4
12109,B93351,A36952,3,,4
12110,B93271,A70287,3,,3
12111,B29822,A68932,4,,4
12112,B28053,A69067,4,,3
12113,B64546,A74451,4,,5
12114,B59051,A56054,3,,5
12115,B68869,A11389,3,,3
12116,B97893,A36952,3,,3
12117,B40549,A33488,5,,4
12118,B86939,A33195,5,,3
12119,B60608,A68981,4,,5
12120,B85646,A12919,4,,5
12121,B81458,A56081,5,,5
12122,B85646,A67506,5,,4
12123,B68871,A28116,4,,5
12124,B97321,A36952,3,,3
12125,B93271,A74516,4,,3
12126,B57152,A54578,3,,3
12127,B40549,A84755,4,,4
12128,B30079,A57208,3,,5
12129,B22451,A41663,4,,5
12130,B61469,A57208,3,,3
12131,B32844,A98965,4,,3
12132,B51049,A50982,4,,4
12133,B28053,A74516,5,,5
12134,B35867,A56081,4,,3
12135,B86939,A12919,3,,5
12136,B97893,A56081,3,,5
12137,B28053,A32426,3,,3
12138,B18010,A25824,3,,4
12139,B93271,A87952,4,,5
12140,B24543,A72534,4,,4
12141,B11181,A87952,5,,3
12142,B51434,A11389,1,,4
12143,B63615,A42954,5,,5
12144,B75853,A68735,3,,4
12145,B94298,A82761,4,,5
12146,B11181,A85099,5,,3
12147,B95060,A56054,3,,4
12148,B93158,A35008,3,,4
12149,B93158,A70287,3,,3
12150,B53566,A71360,3,,4
12151,B39705,A13980,2,,3
12152,B96421,A93598,4,,5
12153,B76138,A13980,5,,5
12154,B75658,A12919,5,,3
12155,B74899,A41663,3,,5
12156,B53566,A59067,3,,5
12157,B28365,A70345,5,,3
12158,B69670,A70287,5,,5
12159,B69476,A67506,5,,5
12160,B26229,A22460,5,,5
12161,B74899,A17248,4,,4
12162,B53566,A68735,4,,4
12163,B18803,A12919,4,,5
12164,B95550,A22460,3,,3
12165,B37924,A68735,5,,3
12166,B53566,A56081,5,,5
12167,B68927,A68932,3,,3
12168,B30020,A68981,4,,5
12169,B28188,A56081,5,,3
12170,B75609,A54578,5,,5
12171,B48375,A56054,4,,4
12172,B14065,A57208,3,,3
12173,B97799,A25824,5,,4
12174,B11181,A33195,3,,5
12175,B86939,A87952,4,,4
12176,B34247,A25824,4,,5
12177,B61061,A12919,3,,4
12178,B29822,A37426,4,,5
12179,B43285,A65402,5,,3
12180,B57577,A28116,3,,5
12181,B26229,A37426,5,,3
12182,B57152,A59067,5,,3
12183,B64546,A65402,5,,3
12184,B59051,A69067,3,,5
12185,B30660,A28116,4,,3
12186,B85582,A87952,5,,3
12187,B69476,A84755,5,,5
12188,B28188,A69067,3,,5
12189,B93158,A87952,4,,3
12190,B88621,A50982,3,,4
12191,B24677,A84755,5,,5
12192,B17349,A68735,3,,3
12193,B30660,A67506,4,,4
12194,B64628,A59067,5,,3
12195,B76136,A50982,3,,3
12196,B63615,A25824,5,,5
12197,B24543,A69067,5,,5
12198,B97799,A98965,4,,3
12199,B41863,A41663,5,,4
12200,B31225,A87952,5,,4
12201,B43285,A69067,3,,3
12202,B93271,A33488,4,,4
12203,B44638,A70287,5,,3
12204,B95935,A74451,4,,3
12205,B37924,A70345,4,,4
12206,B28597,A37426,3,,5
12207,B86939,A36368,4,,5
12208,B40549,A37426,3,,5
12209,B76138,A33195,5,,3
12210,B43285,A80564,5,,3
12211,B29822,A35008,3,,4
12212,B18208,A36952,5,,5
12213,B55754,A70287,3,,4
12214,B98863,A95449,3,,3
12215,B48375,A72534,3,,5
12216,B82005,A74451,5,,5
12217,B28365,A33488,3,,5
12218,B97799,A68291,3,,3
12219,B53566,A28116,5,,5
12220,B15100,A36368,3,,5
12221,B33704,A42954,5,,5
12222,B27077,A82761,5,,4
12223,B41863,A35008,5,,5
12224,B96421,A37426,5,,5
12225,B65653,A82761,5,,5
12226,B28053,A41663,4,,4
12227,B67994,A56054,5,,3
12228,B95935,A65402,5,,4
12229,B81633,A71593,5,,3
12230,B53566,A65402,4,,3
12231,B60608,A70287,3,,4
12232,B78141,A33488,5,,3
12233,B40992,A74451,5,,4
12234,B67294,A71593,4,,4
12235,B39705,A85099,5,,4
12236,B24783,A68981,3,,5
12237,B93351,A71360,5,,5
12238,B14065,A33488,5,,4
12239,B24783,A56054,4,,4
12240,B64162,A95449,5,,5
12241,B63615,A35008,3,,4
12242,B97242,A69067,5,,5
12243,B83693,A56054,5,,4
12244,B54251,A73541,4,,3
12245,B23734,A36368,5,,5
12246,B48375,A35008,3,,4
12247,B27363,A68981,4,,3
12248,B43285,A70345,4,,4
12249,B30660,A41663,5,,4
12250,B64546,A56081,3,,3
12251,B26499,A68735,3,,4
12252,B33505,A25824,5,,5
12253,B26499,A72534,5,,4
12254,B86939,A65363,4,,3
12255,B33877,A84755,3,,5
12256,B64162,A82761,3,,3
12257,B33505,A42954,4,,4
12258,B26229,A93598,5,,4
12259,B22502,A12919,4,,3
12260,B14065,A75116,3,,5
12261,B27363,A65363,4,,3
12262,B81458,A25824,3,,3
12263,B62044,A73541,4,,5
12264,B73389,A93598,3,,5
12265,B61061,A74516,3,,3
12266,B15100,A80564,5,,4
12267,B44311,A65402,5,,5
12268,B96421,A42954,5,,3
12269,B23734,A98965,5,,5
12270,B23734,A42954,5,,4
12271,B17349,A17248,3,,5
12272,B97799,A57208,5,,3
12273,B18208,A22460,3,,3
12274,B42105,A68932,4,,5
12275,B27363,A33195,4,,4
12276,B76590,A33488,5,,3
12277,B24677,A33195,5,,4
12278,B57577,A69067,5,,3
12279,B83693,A65363,4,,5
12280,B97022,A36952,4,,3
12281,B91843,A74451,5,,4
12282,B68871,A65363,4,,4
12283,B68927,A42954,5,,4
12284,B85646,A70287,5,,4
12285,B69253,A67506,3,,3
12286,B83693,A56081,4,,3
12287,B39705,A98965,3,,3
12288,B27363,A87952,5,,5
12289,B14065,A12919,3,,5
12290,B40992,A37426,3,,3
12291,B69670,A80564,3,,3
12292,B98863,A36368,5,,3
12293,B41863,A95449,4,,5
12294,B42105,A82761,5,,4
12295,B91843,A73541,4,,4
12296,B40992,A42954,2,,5
12297,B15100,A70345,3,,3
12298,B70994,A68981,4,,3
12299,B70994,A98965,3,,3
12300,B28530,A25824,5,,5
12301,B31179,A57208,3,,3
12302,B51049,A56081,4,,5
12303,B75609,A68932,3,,4
12304,B42105,A74516,5,,4
12305,B70293,A84755,4,,5
12306,B80183,A87952,3,,4
12307,B61469,A87952,3,,5
12308,B59723,A82761,4,,5
12309,B82005,A85099,4,,4
12310,B33704,A82761,5,,4
12311,B63859,A65363,4,,4
12312,B48375,A84755,4,,4
12313,B75853,A56054,4,,3
12314,B31179,A33488,4,,5
12315,B65997,A65363,3,,4
12316,B41863,A71360,4,,3
12317,B81458,A32426,4,,3
12318,B56652,A37426,3,,3
12319,B97022,A11389,4,,4
12320,B27363,A41663,5,,5
12321,B51434,A57208,3,,5
12322,B30079,A68291,3,,5
12323,B53279,A84755,4,,5
12324,B81458,A73541,5,,4
12325,B30020,A50982,3,,5
12326,B43285,A93598,3,,5
12327,B33505,A36368,4,,5
12328,B91843,A50982,4,,3
12329,B51434,A56081,3,,5
12330,B82005,A98965,3,,3
12331,B80183,A12919,3,,3
12332,B29822,A41663,4,,5
12333,B97321,A70345,4,,4
12334,B17674,A25824,4,,4
12335,B86939,A84755,4,,4
12336,B95550,A56054,3,,5
12337,B15612,A36368,4,,4
12338,B57152,A36952,5,,5
12339,B99111,A74451,4,,5
12340,B61061,A22460,3,,4
12341,B37924,A59067,3,,5
12342,B17349,A71360,4,,4
12343,B69670,A68932,4,,4
12344,B33877,A50982,3,,4
12345,B59871,A36952,4,,4
12346,B18208,A41663,4,,4
12347,B96421,A13980,5,,3
12348,B95935,A95449,4,,3
12349,B28597,A71593,4,,4
12350,B60608,A50982,3,,3
12351,B94298,A36952,5,,5
12352,B61061,A74451,3,,5
12353,B75853,A32426,3,,4
12354,B68927,A93598,5,,5
12355,B81458,A42954,4,,3
12356,B54251,A84755,5,,3
12357,B48375,A13980,3,,4
12358,B76138,A17248,5,,4
12359,B60718,A36952,4,,3
12360,B40549,A93598,3,,3
12361,B67294,A13980,3,,4
12362,B26499,A36368,4,,5
12363,B62044,A33488,3,,5
12364,B55984,A95449,5,,5
12365,B88621,A28116,2,,5
12366,B53279,A74516,3,,4
12367,B68927,A70345,5,,4
12368,B44638,A11389,5,,5
12369,B93271,A28116,5,,5
12370,B23734,A74451,3,,4
12371,B97022,A42954,4,,3
12372,B23734,A75116,5,,4
12373,B94298,A32426,4,,3
12374,B24543,A65363,4,,5
12375,B94298,A75116,5,,5
12376,B74899,A71360,3,,4
12377,B75658,A82761,3,,5
12378,B99111,A41663,4,,4
12379,B68927,A82761,4,,3
12380,B40992,A75116,3,,5
12381,B34924,A22460,3,,5
12382,B81458,A95449,5,,3
12383,B59871,A82761,4,,3
12384,B30020,A32426,3,,5
12385,B70994,A35008,5,,5
12386,B51049,A68932,4,,4
12387,B34247,A70287,4,,5
12388,B14065,A67506,5,,4
12389,B56121,A93598,5,,4
12390,B13541,A70345,5,,4
12391,B80183,A35008,4,,4
12392,B93351,A32426,4,,3
12393,B21630,A68981,3,,5
12394,B61469,A32426,3,,5
12395,B96421,A32426,3,,5
12396,B18010,A50982,4,,5
12397,B68871,A54578,5,,3
12398,B24783,A75116,3,,5
12399,B77738,A25824,3,,4
12400,B93158,A41663,4,,5
12401,B18208,A72534,5,,4
12402,B43285,A98965,3,,3
12403,B85646,A36368,3,,4
12404,B33877,A98965,4,,4
12405,B64162,A36952,4,,3
12406,B26499,A54578,5,,4
12407,B30079,A95449,4,,4
12408,B28053,A68981,3,,4
12409,B56652,A36952,4,,5
12410,B22502,A93598,5,,5
12411,B28053,A59067,5,,5
12412,B88621,A17248,3,,4
12413,B33877,A33488,5,,5
12414,B74899,A33488,3,,4
12415,B30079,A13980,4,,4
12416,B62044,A33195,4,,4
12417,B42105,A37426,3,,4
12418,B64546,A37426,3,,5
12419,B97321,A95449,5,,4
12420,B18803,A56081,3,,4
12421,B93158,A11389,4,,3
12422,B42259,A74451,3,,4
12423,B81458,A41663,5,,5
12424,B15612,A32426,5,,5
12425,B39705,A70345,4,,3
12426,B27077,A73541,3,,5
12427,B73389,A68735,5,,3
12428,B69253,A59067,3,,4
12429,B68871,A74516,3,,4
12430,B83003,A59067,4,,5
12431,B13541,A50982,5,,4
12432,B76136,A74516,5,,4
12433,B37924,A36952,3,,4
12434,B82005,A12919,5,,3
12435,B30079,A11389,3,,3
12436,B98863,A33488,4,,3
12437,B42259,A69067,3,,3
12438,B85582,A65363,3,,3
12439,B88209,A36368,3,,3
12440,B54251,A70287,4,,3
12441,B33505,A56054,3,,4
12442,B64628,A98965,3,,3
12443,B15100,A87952,4,,3
12444,B65653,A11389,3,,4
12445,B63859,A33488,3,,5
12446,B60608,A35008,5,,3
12447,B77738,A28116,3,,4
12448,B26229,A82761,4,,3
12449,B31225,A37426,5,,4
12450,B26229,A56081,4,,4
12451,B14693,A73541,4,,3
12452,B55984,A65402,4,,4
12453,B42105,A33488,5,,3
12454,B68401,A70345,5,,3
12455,B98863,A42954,3,,5
12456,B21630,A80564,4,,5
12457,B28365,A32426,4,,5
12458,B63615,A59067,4,,5
12459,B75658,A74451,3,,3
12460,B98863,A54578,4,,5
12461,B80183,A70287,5,,4
12462,B84530,A98965,1,,5
12463,B82005,A28116,4,,5
12464,B30079,A80564,5,,5
12465,B26499,A68932,4,,3
12466,B13541,A70287,4,,4
12467,B56652,A68735,5,,4
12468,B18010,A68735,5,,5
12469,B69670,A57208,5,,3
12470,B53566,A36368,5,,5
12471,B95060,A28116,5,,5
12472,B65997,A65402,5,,5
12473,B35867,A69067,5,,3
12474,B32844,A54578,4,,5
12475,B74899,A35008,3,,3
12476,B67994,A68981,5,,5
12477,B97799,A75116,4,,5
12478,B28365,A69067,5,,4
12479,B28053,A87952,3,,4
12480,B29822,A17248,3,,4
12481,B31179,A68735,5,,4
12482,B85646,A98965,3,,4
12483,B24677,A54578,3,,4
12484,B84530,A75116,3,,3
12485,B15100,A82761,5,,4
12486,B30020,A65402,4,,5
12487,B33704,A69067,3,,5
12488,B40549,A28116,3,,5
12489,B91843,A70287,5,,4
12490,B97321,A33488,4,,4
12491,B74899,A87952,5,,5
12492,B17674,A42954,3,,3
12493,B68927,A67506,4,,3
12494,B14693,A65402,5,,3
12495,B30020,A37426,3,,3
12496,B34924,A71593,4,,3
12497,B28365,A80564,5,,3
12498,B28597,A69067,4,,4
12499,B56652,A75116,5,,4
12500,B97242,A71593,5,,3
12501,B30079,A28116,4,,5
12502,B31179,A33195,5,,5
12503,B64546,A71360,4,,4
12504,B13541,A71360,4,,3
12505,B24835,A74516,3,,3
12506,B69253,A68932,3,,4
12507,B97893,A72534,4,,3
12508,B27363,A73541,5,,5
12509,B53279,A74451,5,,3
12510,B65997,A54578,4,,3
12511,B76138,A73541,5,,4
12512,B95060,A93598,5,,4
12513,B70994,A25824,3,,4
12514,B57577,A56081,3,,5
12515,B63615,A84755,5,,3
12516,B76136,A68981,4,,5
12517,B75658,A74516,3,,4
12518,B59723,A59067,4,,3
12519,B21929,A33488,3,,5
12520,B63859,A22460,3,,3
12521,B84530,A33488,3,,3
12522,B31225,A50982,4,,4
12523,B11181,A22460,3,,5
12524,B51434,A71360,3,,4
12525,B15100,A70287,5,,4
12526,B24677,A36368,5,,4
12527,B30020,A68735,4,,3
12528,B55984,A36952,4,,5
12529,B15100,A41663,5,,4
12530,B51049,A65363,3,,3
12531,B42565,A67506,4,,4
12532,B67994,A65402,5,,4
12533,B28530,A22460,3,,4
12534,B17674,A28116,3,,5
12535,B82005,A72534,5,,5
12536,B64162,A17248,3,,3
12537,B48375,A56081,5,,4
12538,B69670,A59067,4,,3
12539,B30079,A33195,4,,3
12540,B68401,A74451,5,,3
12541,B42259,A68735,3,,5
12542,B34247,A54578,3,,4
12543,B95060,A75116,4,,3
12544,B34247,A56054,3,,5
12545,B93351,A98965,5,,3
12546,B55984,A28116,3,,3
12547,B85582,A80564,4,,5
12548,B99111,A95449,3,,5
12549,B75609,A74451,4,,4
12550,B34924,A82761,3,,5
12551,B96421,A68932,4,,4
12552,B95060,A80564,5,,5
12553,B61469,A75116,3,,3
12554,B83693,A32426,5,,4
12555,B44638,A68981,5,,5
12556,B55984,A74516,5,,5
12557,B32844,A17248,4,,4
12558,B63615,A33195,4,,4
12559,B24783,A70345,2,,5
12560,B57152,A68735,4,,4
12561,B95550,A68291,4,,4
12562,B26229,A57208,5,,3
12563,B31225,A41663,5,,3
12564,B30020,A80564,3,,3
12565,B51049,A36368,5,,5
12566,B65653,A85099,3,,3
12567,B24543,A73541,3,,4
12568,B53279,A65363,3,,5
12569,B69253,A68981,5,,4
12570,B40549,A73541,5,,3
12571,B27077,A84755,5,,3
12572,B77738,A87952,3,,4
12573,B77738,A69067,4,,5
12574,B60718,A67506,4,,5
12575,B32844,A32426,5,,5
12576,B18208,A68291,3,,3
12577,B97799,A32426,5,,3
12578,B69253,A36952,3,,3
12579,B94298,A41663,3,,5
12580,B64162,A68291,3,,5
12581,B31179,A42954,5,,4
12582,B59723,A71360,4,,3
12583,B28053,A36952,5,,3
12584,B60608,A69067,3,,4
12585,B96421,A68981,3,,3
12586,B62044,A54578,5,,3
12587,B86939,A59067,3,,3
12588,B40992,A74516,5,,3
12589,B44638,A33488,4,,5
12590,B68401,A74516,4,,4
12591,B74899,A36368,3,,5
12592,B55984,A11389,5,,4
12593,B60718,A93598,3,,3
12594,B60608,A68932,3,,3
12595,B34924,A68735,4,,4
12596,B28530,A67506,4,,4
12597,B64162,A33488,3,,3
12598,B39705,A68932,5,,5
12599,B97893,A17248,5,,4
12600,B30020,A67506,4,,5
12601,B18208,A80564,4,,5
12602,B24783,A87952,3,,5
12603,B23734,A11389,5,,3
12604,B64546,A11389,5,,4
12605,B86939,A65402,3,,3
12606,B78141,A28116,5,,3
12607,B59723,A35008,3,,4
12608,B97022,A74516,3,,3
12609,B41863,A68291,5,,5
12610,B35867,A36952,5,,4
12611,B39705,A54578,5,,4
12612,B97321,A12919,3,,3
12613,B28597,A93598,5,,5
12614,B54251,A33488,3,,3
12615,B64546,A95449,5,,5
12616,B81458,A69067,3,,5
12617,B33877,A17248,5,,3
12618,B94298,A71593,5,,5
12619,B40992,A33195,3,,3
12620,B53566,A36952,3,,5
12621,B76136,A95449,4,,3
12622,B67294,A22460,3,,3
12623,B18803,A71360,4,,5
12624,B14693,A57208,5,,3
12625,B59051,A37426,5,,5
12626,B69253,A73541,4,,5
,,,3,,5
,,,5,,3
,,,3,,4
,,,4,,3
,,,5,,3
,,,5,,4
,,,5,,5
,,,5,,5
,,,3,,5
,,,5,,5
,,,3,,4
,,,4,,3
,,,3,,3
,,,5,,4
,,,4,,5
,,,5,,3
,,,3,,3
,,,5,,5
,,,3,,3
,,,5,,3
,,,5,,3
,,,4,,4
,,,3,,3
,,,4,,4
,,,4,,4
,,,5,,5
,,,4,,5
,,,4,,3
,,,3,,5
,,,4,,4
,,,4,,5
,,,4,,4
,,,5,,5
,,,5,,4
,,,4,,3
,,,4,,5
,,,5,,5
,,,5,,3
,,,3,,5
,,,3,,3
,,,4,,3
,,,5,,3
,,,4,,3
,,,5,,3
,,,4,,5
,,,5,,3
,,,5,,3
,,,4,,3
,,,3,,4
,,,5,,3
,,,5,,3
,,,5,,5
,,,3,,3
,,,4,,5
,,,4,,3
,,,3,,3
,,,4,,3
,,,5,,3
,,,5,,5
,,,3,,4
,,,4,,4
,,,5,,4
,,,3,,4
,,,5,,3
,,,3,,3
,,,5,,5
,,,5,,4
,,,4,,4
,,,3,,3
,,,4,,5
,,,3,,4
,,,5,,5
,,,4,,4
,,,4,,4
,,,5,,5
,,,4,,5
,,,5,,5
,,,3,,3
,,,3,,3
,,,3,,4
,,,5,,4
,,,5,,5
,,,4,,4
,,,3,,5
,,,4,,4
,,,5,,3
,,,3,,5
,,,4,,4
,,,4,,5
,,,4,,5
,,,4,,3
,,,3,,4
,,,5,,5
,,,5,,3
,,,4,,3
,,,5,,3
,,,5,,3
,,,5,,3
,,,4,,4
,,,3,,3
,,,4,,3
,,,4,,5
,,,3,,4
,,,5,,5
,,,4,,5
,,,4,,4
,,,4,,5
,,,4,,4
,,,3,,3
,,,3,,4
,,,3,,5
,,,3,,4
,,,5,,4
,,,5,,4
,,,4,,5
,,,3,,5
,,,4,,4
,,,4,,4
,,,3,,4
,,,5,,4
,,,4,,5
,,,4,,5
,,,4,,5
,,,4,,4
,,,3,,4
,,,5,,3
,,,5,,4
,,,4,,4
,,,5,,4
,,,3,,3
,,,3,,4
,,,4,,3
,,,5,,5
,,,3,,5
,,,3,,3
,,,4,,5
,,,3,,3
,,,5,,5
,,,3,,5
,,,3,,4
,,,4,,3
,,,4,,4
,,,4,,5
,,,5,,5
,,,4,,4
,,,3,,4
,,,5,,3
,,,4,,5
,,,3,,5
,,,4,,5
,,,4,,3
,,,4,,5
,,,3,,5
,,,3,,3
,,,3,,3
,,,5,,3
,,,3,,4
,,,3,,5
,,,3,,5
,,,3,,4
,,,4,,4
,,,4,,5
,,,4,,5
,,,3,,4
,,,3,,4
,,,5,,5
,,,4,,4
,,,4,,3
,,,3,,4
,,,4,,4
,,,4,,3
,,,4,,3
,,,3,,3
,,,4,,4
,,,3,,5
,,,4,,5
,,,5,,5
,,,5,,4
,,,5,,3
,,,3,,5
,,,5,,5
,,,3,,5
,,,4,,3
,,,5,,3
,,,4,,4
,,,5,,5
,,,4,,3
,,,3,,3
,,,5,,4
,,,3,,5
,,,5,,4
,,,5,,5
,,,5,,5
,,,3,,5
,,,5,,3
,,,3,,3
,,,4,,3
,,,5,,5
,,,5,,4
,,,4,,4
,,,3,,4
,,,4,,5
,,,4,,3
,,,5,,3
,,,3,,4
,,,3,,4
,,,5,,3
,,,4,,4
,,,3,,3
,,,5,,5
,,,4,,3
,,,4,,4
,,,3,,4
,,,5,,5
,,,3,,5
,,,3,,4
,,,3,,3
,,,3,,5
,,,4,,5
,,,5,,4
,,,5,,5
,,,5,,4
,,,5,,3
,,,3,,4
,,,4,,5
,,,5,,3
,,,3,,4
,,,5,,3
,,,3,,3
,,,4,,3
,,,4,,4
,,,4,,4
,,,5,,4
,,,5,,4
,,,5,,5
,,,3,,5
,,,3,,4
,,,3,,3
,,,5,,3
,,,5,,3
,,,3,,4
,,,3,,3
,,,4,,3
,,,5,,4
,,,5,,3
,,,4,,5
,,,4,,5
,,,5,,4
,,,5,,5
,,,5,,3
,,,5,,5
,,,3,,4
,,,3,,4
,,,4,,3
,,,4,,3
,,,4,,4
,,,5,,4
,,,4,,5
,,,5,,4
,,,5,,4
,,,5,,5
,,,5,,4
,,,5,,4
,,,3,,3
,,,3,,4
,,,4,,4
,,,5,,3
